userid,productid,rating
33224,acs251332,3
98967,tbp250237,3
25138,mcl063727,3
70215,bag001619,5
92124,str024297,3
19014,msh224652,5
65611,tvc185764,3
64318,spf029195,4
54979,str207819,4
51068,wcl073699,5
79332,acs197108,4
75494,kfa224672,4
37133,msh166289,5
55165,str125331,3
41759,bag116751,4
41774,tvc025350,4
71370,acs056379,3
28127,tvc006666,3
10876,app225850,4
83652,msh184221,5
63413,tbp170466,4
25523,mcl118139,3
35177,str076262,3
27897,wcl046773,5
24542,tvc108594,3
31726,tvc160256,5
15507,acs231550,3
13643,wcl167057,5
50053,msh211261,3
25305,app117269,4
31825,wcl192705,4
47308,wcl048324,5
71836,str031269,4
87062,bth012924,4
11900,hkt192964,5
78346,msh249392,5
87672,tvc170404,4
80068,acs237322,3
31202,acs238559,5
15999,str243180,4
80396,wcl263443,5
36190,str259500,4
95243,acs249542,3
24693,hkt258436,3
37991,wcl090952,4
96570,str253880,5
37329,acs076858,4
93719,spf262934,3
20915,acs209607,5
71187,wcl229753,3
33523,app225711,5
74271,acs198569,4
59175,wcl250675,3
90187,wcl132530,3
18697,msh263888,5
52238,msh003234,5
45597,bth079261,4
15043,wcl114484,5
90260,bag095956,4
87298,app181291,3
44068,mcl154402,4
32286,hkt191166,3
37149,app212685,3
16321,wcl256532,5
27744,spf215881,5
10241,app181258,5
58429,app180851,4
59658,spf221431,4
74131,acs172702,3
90709,wcl140213,4
69932,tvc021350,3
93719,wcl231447,4
52554,app170705,3
19207,str077224,4
57469,wsh056749,5
80396,mcl220887,5
55067,msh132776,3
57782,mcl199438,5
48860,hkt051590,3
15535,tvc159178,4
43646,str199932,3
23063,tbp102313,5
50773,acs266040,4
33869,ind206895,5
14453,acs097382,3
34746,hkt104504,3
68193,msh224829,4
28528,tvc238926,4
54586,wcl209795,5
88554,acs193857,4
37868,acs109033,4
55419,bth100468,5
60163,acs116781,3
36639,wcl259328,3
45597,str163399,3
36639,tvc025825,3
89913,app157141,4
86960,str158267,4
69480,app226441,5
13620,app012859,3
69735,tvc095172,3
61438,acs048346,4
22342,wcl053179,5
43367,acs036437,4
73638,tvc150023,3
77022,str224878,3
96021,msh086817,4
28087,wcl019222,4
83367,spf132001,4
40491,tbp016508,5
51473,acs203531,4
90202,msh223986,3
80588,tvc201391,5
21488,acs103408,5
29333,wcl093347,5
38698,tvc008182,5
88061,acs136370,4
74166,wcl144466,5
71748,tbp035889,5
46483,acs092504,4
55994,str227627,4
19587,msh040416,5
53835,app084553,5
95920,acs190090,4
79643,cmb062860,4
89151,acs119377,4
53174,app223028,4
56013,app140963,5
81648,msh030239,5
89230,acs062505,4
41342,wcl233881,3
87588,acs051977,4
87687,hkt149325,4
97830,acs093697,5
47131,mcl089601,4
22700,str032703,5
14599,acs018934,3
94747,mcl187983,3
60847,msh013962,3
65934,app239771,5
32488,wcl092411,4
32170,app187091,4
41019,spf145643,4
17169,cmb259275,4
62855,acs160200,5
13205,wcl060743,5
98632,acs142133,3
13521,wcl217680,5
73759,wcl173255,5
33195,str024966,3
77036,msh046046,4
19984,wcl057751,3
45358,tvc190019,3
60182,acs191548,5
78276,acs136725,3
69894,bth037649,3
76567,acs018389,4
58345,mcl065617,3
20972,wcl014448,3
19346,mcl225764,5
90601,wsh248890,5
14337,wcl043187,3
69297,bth069296,4
20972,wcl070793,5
22823,hkt036144,3
81177,wcl189539,5
77036,tvc225789,4
37527,ind061298,4
57165,tvc135877,3
86111,acs042023,3
95797,mcl039850,3
34475,app118041,5
34486,str006192,4
82190,str237463,5
68131,bag180591,4
59563,hkt154090,5
31371,tvc203864,3
45893,acs123680,5
99642,hkt090161,4
30230,acs012575,3
59075,str246936,3
80080,msh264592,4
75946,cmb102943,4
56636,msh059039,5
87886,str252379,3
74427,wcl137075,5
54982,tvc173237,4
96511,acs256766,3
83860,acs248871,4
65293,wcl084774,3
48355,msh265804,3
14255,tvc038286,3
92875,app096307,3
38432,acs231876,4
31252,acs154355,3
34311,msh001630,4
44425,app042672,5
40116,tvc141805,5
48626,tvc062160,4
66057,acs090033,4
92055,bth245516,5
88892,wcl123705,5
22700,tvc102710,3
20604,mcl100187,3
16526,acs174475,3
41325,wcl167369,4
70777,wcl031965,3
72524,str015658,5
92503,acs239436,5
80650,tvc084955,5
84999,str261992,5
84479,app004246,3
21692,acs087032,4
63072,wcl215539,4
10059,mcl200760,3
82148,acs087404,5
90903,msh202191,4
78415,tvc230854,4
35501,acs024534,5
69123,acs072066,3
14492,msh240019,3
45478,acs097907,3
53835,msh125997,4
38489,acs114358,4
69889,tbp071317,5
83652,acs212546,3
34705,mcl065986,3
75051,kfa149217,3
20582,str186390,4
11045,app090309,3
83435,bag225599,5
95806,mcl001603,4
84201,acs033545,5
48791,tvc206817,5
30115,acs208783,4
32222,mcl174622,4
63133,acs201372,3
12056,msh257560,3
61135,mcl124491,5
42500,hkt215954,3
44332,acs159831,5
56995,tvc052770,4
68018,wcl053281,3
98816,acs044819,3
76548,mcl035158,5
68131,acs252809,4
37137,wcl140776,3
46127,bth241815,5
17374,acs056277,4
15833,app202053,3
24042,bth139445,5
64408,mcl147034,4
88002,wcl233588,3
46888,acs120447,4
61244,app024388,4
31825,tvc011788,3
59664,wcl032270,5
16065,wcl192603,5
73597,wcl089531,5
69121,bth132710,3
39369,tbp143602,5
81177,wcl194709,5
14511,tvc186849,5
89614,acs036275,3
86202,str190439,5
89230,wcl143821,5
90947,str054012,4
42387,wcl240594,3
34310,hkt053088,5
18921,wcl178800,3
90134,hkt162390,4
46137,mcl051226,3
56443,msh125404,5
26811,wcl209699,3
65779,tvc083595,5
46888,tvc038278,4
18656,acs178147,4
30630,str021612,3
40423,tvc258115,3
47131,app194039,4
39859,hkt255002,5
96296,acs215703,4
18174,wcl087886,3
57042,msh030239,4
88685,wcl238735,5
55240,tvc051253,5
39859,msh223998,5
61752,str251891,4
33657,msh179698,5
57455,tvc043268,4
32238,acs172541,4
50395,mcl111472,4
96592,wcl179992,3
17278,acs263262,4
17169,ind105786,3
86959,bth265840,5
24878,tvc177373,5
87583,msh174561,5
36319,acs149618,3
68018,kfa255644,4
37412,bth084371,5
91685,mcl190107,3
23714,app016647,3
39802,app072742,5
14406,acs089199,3
82034,ggf134872,5
77463,tvc230007,3
79637,acs022458,3
83035,str052193,5
63072,bag100722,3
30128,tvc131660,5
24901,mcl036061,5
43398,tvc105869,5
48791,acs061880,4
62499,tvc228623,4
50790,str020845,5
37435,wcl172886,3
32388,msh187845,4
88857,str232349,4
60650,hkt190106,3
19795,wcl007252,4
81616,acs061122,5
16065,mcl113563,5
26611,mcl008468,4
44727,wcl145448,3
76537,wcl167976,4
30630,mcl008190,5
97045,app034390,5
87078,acs079137,3
53875,wcl130854,4
42415,acs245512,5
68828,str157966,4
61887,acs199718,4
38556,acs198517,5
42967,wcl160371,4
80348,mcl186103,4
50843,app085433,5
34746,wcl158063,3
93444,msh112415,5
90350,wcl071056,5
30942,wcl088161,5
27372,wcl008992,4
31330,mcl206705,4
38489,wcl227680,4
71791,msh238324,4
35061,tvc179398,3
11166,tvc254751,5
70506,wcl008272,4
85367,wcl033955,3
79637,mcl097049,5
92463,mcl041738,3
94653,tvc068720,4
69121,acs171806,3
18083,tvc150265,4
71370,app138069,4
49600,acs098641,3
25972,hkt151996,4
17033,acs261419,3
50773,bth145356,4
17237,wcl160006,4
47308,tvc161651,3
43390,str133307,4
43807,cmb074126,3
21016,tvc001673,5
58915,mcl183052,3
75622,tvc146612,5
24687,acs108090,3
88035,kfa015468,3
43210,acs046847,5
74408,str011708,3
47131,wcl041555,4
73680,tvc123811,3
13414,app056076,5
73034,mcl057728,5
41774,tvc251413,3
68508,acs181260,4
51204,cmb038405,4
11166,tvc166355,4
57634,tvc009059,5
46416,str035867,5
74408,msh039255,3
87658,acs143823,5
28305,str057531,4
15300,msh002507,5
98549,acs265740,5
88275,hkt059801,4
78749,str054219,4
78415,acs201218,3
42387,wcl195147,5
67477,wcl132824,4
69149,tvc120511,4
61616,tvc238062,4
56449,mcl025962,5
81004,acs057865,3
74724,wcl142531,3
44143,acs234452,5
80192,mcl202393,5
83897,mcl088955,3
71492,tvc230065,3
25796,acs067234,4
30417,app199573,4
41328,acs169949,4
67538,wcl108758,4
50128,tvc011881,4
28677,msh067573,5
98683,mcl082145,4
49999,acs025644,5
13025,tvc029262,5
70542,msh126911,4
51473,acs257061,5
10122,app258147,4
66057,tvc214979,5
24542,app074687,4
28170,spf192356,4
98902,wcl231521,3
29333,tbp016508,4
69758,msh204117,4
97743,acs240137,3
22429,msh039078,4
65779,mcl083760,4
30288,mcl099740,3
63369,mcl117602,5
13631,mcl198089,5
62973,pet105506,5
98549,wcl118037,4
82770,tvc193105,3
99880,acs145177,3
41272,acs023788,4
60598,acs041045,5
83700,tvc085203,3
57228,acs030103,3
19974,mcl055996,4
85050,ind127177,5
74166,msh038581,5
75332,acs217969,3
31216,tvc081468,3
74642,wcl048215,4
73691,wcl233853,5
96105,app178881,3
65576,mcl135478,3
20147,msh046374,5
55887,msh173671,4
96600,tvc037661,5
35715,app142215,4
91100,app095157,3
58060,wcl256774,5
85872,wcl056337,3
79930,str250225,5
84955,wcl183144,5
41509,ggf134215,3
82517,tbp062267,3
80215,acs227647,3
10122,bth026315,5
77837,acs263942,5
60555,wcl055729,5
17742,msh204778,3
57119,acs032466,4
30535,tvc075961,4
68456,ggf222283,5
62081,kfa002905,5
14555,bth219566,5
72468,str039392,5
46416,tvc090447,4
56013,tvc155987,4
32951,msh143586,5
74799,ggf161701,4
19983,wcl161265,5
43071,wcl186531,3
73570,msh251643,3
49227,wcl107133,5
38675,tvc000761,3
34497,wcl034568,3
28291,wcl106545,4
36948,wcl015353,5
50525,app228611,5
93408,hkt175230,3
39917,msh015187,4
59053,mcl262709,3
41896,pet095084,5
59263,tvc165403,3
11873,wcl113600,4
98816,mcl118141,3
23445,tvc198184,5
93311,wcl143988,5
17374,wcl197949,3
20915,msh042562,5
59790,hkt141049,5
11778,tbp039201,3
77702,acs217040,4
37348,app196163,3
46163,str127381,3
57130,acs113947,5
22514,str133546,4
17278,acs129626,5
38669,wcl069650,5
59658,acs070525,4
74408,wcl049624,5
79399,acs139767,4
39717,wcl074703,4
69477,msh148975,3
32811,tvc032937,3
73213,wcl109259,5
37149,msh262665,4
99687,acs117824,4
30672,bth190333,4
80396,acs086652,5
35262,wcl253218,5
59934,wcl128923,3
99273,wcl142730,4
69182,tbp041252,5
99007,wcl062328,4
42831,acs036651,4
44971,wsh174476,4
59666,mcl105500,5
88035,hkt184164,4
32951,hkt250932,4
54601,acs036622,4
92821,tvc190463,5
48355,bag092356,3
42417,acs079970,3
44341,wcl034500,3
26832,str201863,5
64408,str187480,5
14962,msh257741,5
95103,wcl165779,4
31330,mcl258347,4
34354,acs216045,4
27937,tvc103546,5
67720,msh009784,4
10107,msh232134,5
98683,spf252264,4
99525,str087045,4
15934,mcl052245,5
97743,msh098871,5
15043,tvc228330,3
25796,wcl107980,3
29601,ind011584,5
21016,acs161950,3
25773,wcl200892,4
39890,ind011584,4
25224,bag142087,5
74159,acs167978,5
68888,acs181674,4
39007,acs153623,3
17361,wcl265876,5
67585,wcl004145,3
21488,msh254060,4
34705,wcl076302,3
95501,hkt177029,4
25972,acs145241,4
12790,acs045594,3
49808,acs102369,5
35715,hkt179782,4
38582,tvc222598,4
22225,app075622,3
91685,acs118456,3
93239,acs043458,4
37055,mcl208798,3
63658,wcl241754,5
92661,acs113916,5
72146,app115060,4
98540,msh014216,5
96053,bth106474,3
30911,acs169200,4
70215,acs036909,3
63737,str184380,4
50409,acs045846,3
85131,wcl020960,5
26414,wcl149033,5
58097,tvc087014,5
67668,app097206,3
12342,hkt058515,4
33224,wcl011869,4
35095,app058607,5
57621,hkt193821,5
45441,wcl151353,3
63031,str127476,3
52252,wcl043509,5
60123,mcl007267,3
24693,msh200248,3
50241,msh186201,3
96000,acs179054,5
95258,acs222033,4
73722,ind102902,4
65576,hkt202868,5
14511,app144245,4
85404,acs098739,4
82737,hkt122504,3
38631,wcl197925,4
22512,app042672,4
37991,acs223184,4
93239,msh125404,5
96195,str129669,5
12064,ind165812,5
28495,acs203114,4
99930,tvc005549,5
84882,app031741,3
70960,kfa229554,3
12342,str006192,5
43376,msh180328,4
76150,acs264823,4
23539,spf201800,5
89255,wcl057639,4
17844,mcl114082,5
44666,acs120318,5
87078,wcl116637,5
30417,acs213759,5
98439,wcl097406,4
10122,mcl265366,3
75142,acs177773,3
20972,msh173665,5
33552,msh147617,4
77001,kfa246488,5
40130,mcl061392,4
15863,bag238571,3
38733,acs130216,4
49382,spf134659,4
29252,tvc186217,4
25305,wcl159907,4
61616,wcl167340,5
38733,acs170610,5
82329,cmb125899,4
82120,str015141,5
36162,mcl175684,5
74339,hkt136774,5
15691,acs265280,3
78653,tvc217373,5
89191,bag227719,5
34801,wcl102867,4
34478,mcl156170,5
74361,wcl261454,3
60060,wcl087666,4
20972,wcl205633,3
61300,tvc202707,4
95797,wcl206997,5
25224,acs230853,4
25342,wcl154398,5
98614,wcl156515,5
32066,bag125833,3
88177,acs180150,3
36390,wcl261737,4
91100,kfa008804,3
50525,acs184463,3
98439,hkt165965,4
88702,mcl078017,5
32250,acs110820,5
19587,tvc014396,4
69717,acs148896,4
45085,hkt003464,3
73304,app165885,4
48042,tvc064852,4
82948,wsh189142,5
54509,wcl226738,3
23877,tvc094252,5
59658,spf020838,4
89278,wcl185038,4
63269,app064175,5
25870,tvc219465,5
33224,wcl250934,4
32388,tvc263100,3
68503,wcl090550,4
95767,acs184303,5
28578,wcl242053,4
26611,ggf209616,4
26027,hkt248470,5
95419,app031333,3
51529,wcl222693,4
22429,mcl051191,4
50409,cmb242433,3
18740,acs022545,3
58179,tvc029936,5
36800,acs111968,3
72028,mcl154179,4
28991,spf013748,4
19587,wcl098452,5
97941,bag238571,3
54601,wcl057593,5
14337,hkt060225,4
71992,acs056363,3
89151,app258550,4
76567,tvc156591,3
87222,wcl057448,5
51555,acs232391,5
59370,wcl010121,3
68835,cmb029078,3
90470,wcl155354,4
30288,hkt198524,5
35177,wcl176792,3
26713,msh011336,5
68285,tvc115458,5
17608,wcl002915,4
32020,tvc091558,4
79020,tvc226720,4
69716,mcl218858,5
68152,wcl194239,3
41172,wcl161424,4
53716,app009411,4
87935,tvc202103,3
44092,wcl232225,5
91410,str258474,5
69950,wcl209500,5
84744,msh136912,4
82698,msh039477,5
50011,tvc040375,5
33869,mcl158861,4
66162,tvc037281,5
61386,mcl195644,4
76598,bth178774,4
17492,tvc028408,3
80997,msh044619,5
23063,kfa056252,3
23767,wcl111728,3
14599,tvc146688,4
89623,mcl193177,5
20484,acs110389,5
84201,wcl061129,3
67306,acs142566,5
59664,str213591,3
24437,wcl012784,4
96411,bth026315,3
81977,kfa133990,5
70663,spf105192,4
16843,hkt016890,4
41509,acs178147,4
37435,tvc083362,4
31371,tvc216201,5
54418,wcl188980,4
91003,acs103199,5
83259,acs220560,4
75051,wcl182282,5
53437,wcl156014,3
32020,acs070919,5
27937,app161624,4
97919,wcl048883,5
82736,acs082496,5
43634,acs241247,3
86851,tvc163750,4
72945,msh250818,5
71748,wcl008151,4
36066,tvc044451,5
75814,acs088187,3
65042,wcl069010,4
84744,acs191144,4
80068,spf002090,5
45893,app050050,5
96411,wcl148250,3
78651,tvc036533,5
49382,bag211550,4
26621,mcl190466,3
15189,tvc142974,4
12596,hkt251662,3
14294,tvc237484,5
22700,mcl129135,4
47175,tvc242846,3
37091,app178133,4
59263,wcl159497,4
26949,str193595,4
36104,acs204985,4
10033,wcl099202,4
18123,msh140693,5
86646,str224197,5
36086,wcl042611,4
94013,mcl158715,5
59959,str032291,5
16705,acs203675,5
96000,hkt163035,3
21014,acs117956,5
66990,acs192957,3
13521,acs012437,5
45308,mcl107226,3
36190,wcl099136,3
42551,mcl086702,3
59413,wsh113440,3
67720,acs070891,3
92290,app030812,5
52864,acs116967,5
93719,wcl008136,4
53066,tvc143659,4
26718,acs156856,5
90835,str216077,4
26930,str017311,4
94551,msh014151,5
84185,wcl094737,5
36790,acs111602,5
31392,mcl148640,3
94551,acs159983,3
92238,app023198,3
21082,msh248674,4
58345,acs021724,4
87965,bag082852,3
59373,str073960,5
38489,acs107123,5
60098,wcl246186,5
92463,acs233517,4
27896,wcl265266,4
15999,wcl222710,4
77022,mcl081958,4
16363,wcl131424,4
88061,wcl225480,4
60182,hkt086933,3
36570,tbp161138,4
65845,mcl203325,3
34486,acs046147,4
78392,wsh094568,5
10407,app093167,5
55140,tvc193593,5
25138,acs086845,3
45488,mcl221207,5
48860,acs217950,4
19795,str202267,5
60904,str188486,4
11527,str148110,5
84955,wcl154863,4
81520,ind165180,5
13414,hkt188347,4
98684,bag015628,4
12397,wcl211146,4
21286,str085968,3
69352,bth007315,5
74361,acs001200,5
89151,wcl044898,5
31216,str126758,3
87462,hkt135882,5
26811,wcl190113,5
84698,wcl155832,3
45308,mcl142639,4
60342,tvc206564,5
33552,tvc004661,4
53732,msh058598,5
35323,acs193497,4
32250,acs238665,4
37555,msh099982,4
48705,spf135703,5
81596,acs063947,4
58377,mcl260409,3
73950,acs203621,3
12124,acs233349,4
44176,msh027321,3
24455,acs068116,5
23976,bag142283,3
94827,msh071494,3
69149,app220367,3
73950,acs134102,4
60123,acs047492,3
71416,str216082,5
44332,tvc230348,3
31216,tbp151731,5
81464,spf055369,5
71992,str229246,4
26028,tvc207638,5
45893,wcl215760,5
21286,app243945,3
66521,wcl000262,4
47175,wcl052741,3
16325,hkt115519,5
90314,acs249758,4
12094,tvc116176,3
18954,bth165357,3
64318,app183551,4
50165,str078530,5
70976,spf123005,3
87341,tvc088231,3
21488,tvc069785,4
41774,tvc056066,5
82329,str183198,3
86739,acs067879,5
62585,wcl019927,5
60979,msc230474,5
81004,msh045398,5
72073,acs118454,4
62999,wcl173169,3
88086,wcl139933,4
84251,app224748,3
30630,hkt167816,5
39007,hkt026778,5
90607,wcl099887,4
53460,str089145,3
50128,acs052731,3
43367,wcl179108,5
65734,acs133696,4
18056,kfa148921,5
63524,str170750,4
89474,wcl038899,5
17492,wcl182049,3
12004,msh184154,4
32097,mcl210101,4
14255,wcl072637,3
85642,wcl103244,3
72477,acs031509,5
18921,acs078639,4
98389,tbp141693,4
75142,tbp019967,4
89474,wcl101875,5
55065,hkt066445,3
53133,mcl026211,3
62585,wcl244379,3
18233,mcl242851,5
48888,acs029517,5
41509,wcl073010,5
32222,acs070738,3
98389,kfa010239,4
84654,msh081544,5
16836,tvc126244,4
16705,tvc246809,3
90344,wcl147763,5
61244,str231988,4
19587,mcl120079,5
52935,msc041899,4
73839,tvc233924,5
97697,bth096350,4
35931,spf033775,3
49174,wcl094890,3
43080,acs088754,5
16164,tvc075147,3
81446,mcl030902,3
58571,wcl231677,3
43236,acs012001,3
24417,acs132437,5
61621,acs239571,4
22163,str125619,3
69477,mcl194235,5
18123,acs034841,3
59053,tvc104055,5
12225,wcl139418,3
69189,mcl251474,4
22225,wcl213699,4
40552,wsh056938,5
31410,wcl247147,4
16115,str139868,3
35792,bth049128,5
49999,acs191053,4
13414,ggf185651,4
93311,wcl254549,3
49853,spf114964,3
72028,tvc256579,5
73839,msh104897,4
86851,wcl249451,3
37131,acs062130,5
81648,ggf116800,4
45597,cmb133979,5
85030,mcl153565,5
27688,msh204778,4
72524,wcl117605,5
35177,acs082707,4
43032,ind209695,4
11166,wcl246987,5
76493,kfa108393,3
84479,tvc140357,5
14231,str041737,4
58377,tvc158743,4
47080,hkt003420,4
25856,tvc161201,4
88061,tvc096209,4
81004,app097322,4
37561,str078796,4
45700,wcl003633,4
32963,spf178968,4
12342,wcl204296,5
14231,wcl006626,3
84100,acs173352,5
37561,wcl155178,5
30837,acs193732,4
15934,acs045957,4
49853,acs061596,5
15189,mcl084799,5
26971,acs121260,3
67668,acs180542,5
20317,tbp134729,5
26832,tvc227710,5
66809,tbp235843,5
81617,wcl050889,4
50395,app009437,5
94013,wcl197385,3
76150,str095323,4
16825,bag261615,5
81910,wsh214051,3
78276,hkt018631,5
87588,tvc103873,4
53213,msh056815,3
92290,acs077203,3
76150,tvc001541,5
24878,ind131565,4
51453,acs219382,5
52371,app097178,5
22295,wcl192114,3
53822,wcl213589,4
68314,spf043876,4
93719,wcl222789,5
94475,str105208,4
17278,acs217463,4
25305,tvc264980,5
37149,app051206,4
88297,wcl180039,5
25172,tvc002311,4
73759,app248922,4
34497,tvc002445,5
90947,spf054771,4
57782,mcl162604,5
71416,wcl029177,3
26027,spf035902,3
72477,acs120536,4
60718,spf072689,3
16836,wcl013885,4
96548,tbp040720,4
60555,tvc236812,3
64878,str224869,4
17179,acs062253,3
45128,wcl103596,4
88035,tvc102284,3
21569,kfa153393,3
98549,acs048179,5
27372,wcl095938,3
26718,app137500,4
43666,tvc026889,4
47042,tvc206404,5
27060,tbp231638,5
11344,acs036718,5
48585,bag026844,3
37561,mcl136325,5
10842,tvc000879,3
55258,acs050149,4
83259,mcl184508,5
82010,acs108223,4
10588,cmb101613,4
56013,hkt074912,5
76655,tvc052770,5
62081,spf209038,3
19207,msh181009,5
57730,wcl157239,5
70024,wcl171230,5
87886,acs230754,5
75015,cmb179536,5
66995,hkt084833,3
92084,acs001828,4
28495,acs245903,4
23836,tvc211777,3
41066,str166894,5
48156,tvc193427,5
26718,acs198066,3
67919,hkt073327,3
48042,msh010558,3
54635,cmb116001,3
29077,tbp024231,4
77702,acs046758,4
81732,mcl152662,5
60227,mcl103793,4
20787,acs195011,5
88041,tvc117747,5
69182,bth000318,5
13618,wcl084261,5
82420,tvc260089,5
88275,wcl054983,4
88090,wcl153304,3
56636,acs128287,3
85131,hkt079674,5
90470,msh077608,3
90358,acs069932,4
77435,wcl049038,4
73031,cmb001887,3
95071,wcl108937,5
78392,cmb250596,3
72550,mcl131620,4
91571,wcl164177,4
51335,wcl132201,5
60227,wsh121677,3
33514,kfa060773,3
86598,bag134709,4
46089,acs001338,5
88351,wcl003781,4
87667,hkt080356,3
36446,acs067456,4
39802,acs238665,3
76548,str016638,3
12684,acs164637,4
25837,acs077150,3
94684,pet120883,4
54170,wcl263251,5
37704,acs065443,3
19453,wcl114258,3
73839,hkt003464,4
15535,tvc096450,3
44620,mcl179681,3
24583,cmb060832,4
52722,tvc168867,5
97830,wcl126339,5
90742,wcl024019,4
77596,mcl038824,3
16683,wcl062696,5
16836,hkt078645,3
60053,tvc096933,3
43686,acs184524,3
32951,wcl159909,5
67372,acs207728,3
76002,hkt161903,4
62803,acs199745,3
99728,kfa086044,3
45597,acs157446,3
72073,msh220844,5
39859,acs028421,4
91100,acs099168,5
80192,acs254155,5
36360,app075622,5
75108,ind195027,4
44727,wcl198932,4
95959,acs206466,3
22963,wcl237169,3
56372,wcl263623,5
22382,hkt250780,3
19020,wcl101476,4
95103,msh056565,3
89484,bag099502,5
22514,kfa007226,4
36579,acs001801,3
41066,mcl003913,5
89614,str264718,3
83609,wcl042653,3
75141,wcl023967,4
48611,tvc209766,3
14842,msh171724,4
81404,str126931,4
58170,str095852,3
86739,acs173519,4
15691,acs116137,5
42896,acs073841,5
37598,acs163502,5
57455,acs038893,5
15691,wcl050954,4
71227,msh193050,5
84725,wcl069221,5
13545,acs072490,3
97743,msh023274,5
22342,wcl243941,3
49557,acs200648,5
66809,mcl043136,5
28578,mcl156867,3
97793,kfa185628,5
53732,app087998,4
45488,app099070,5
15999,wcl036750,5
49241,tvc240933,4
34801,wcl103244,5
60227,mcl234428,4
96927,acs011910,5
86598,tbp020687,3
96411,spf219174,5
78346,tvc155294,5
61466,tvc222551,3
43376,str093528,3
49508,spf186990,4
13850,tvc176271,4
33552,acs038445,3
59664,hkt084833,4
69477,msh260784,5
50214,wcl190839,5
47080,hkt230868,4
76021,acs107808,3
48590,mcl122225,3
82608,ggf129371,5
21082,wcl102055,5
85404,tbp074332,5
87965,tvc234867,5
17203,str081343,5
42011,acs236026,5
94630,wcl006316,3
75221,str265697,5
88920,msh097060,3
28495,tvc156093,4
40552,tvc045685,4
88061,spf148625,4
73731,wsh149692,4
30535,mcl153544,5
40307,wcl091084,3
18828,tvc195357,4
97659,acs201273,3
38669,tvc110232,4
60163,msh165703,3
12596,msh192061,4
52212,msh086271,5
11424,str205723,4
23041,mcl137121,5
78372,app146172,4
76493,tvc134130,3
57228,app065220,3
82120,wcl040221,3
54238,wcl105834,3
46137,wcl054764,5
33195,str095046,5
34313,app014197,5
31781,mcl083793,5
75741,wcl119942,4
61758,wcl239633,5
87583,tvc265274,5
45893,tvc051408,4
37055,app257207,3
37349,msh131261,5
98275,wcl113897,5
33104,str086294,4
63638,kfa221592,5
46572,kfa060343,3
14962,acs039977,5
22382,tvc168873,3
75494,tvc116460,5
95103,acs096992,4
97793,msh162679,3
17492,tvc101808,5
58425,acs081508,5
39925,msh194016,4
54601,mcl058422,3
23714,msh228836,3
75142,tvc064677,3
57455,acs084577,5
20401,msh247478,4
18233,str151108,5
62876,ggf211766,5
49635,mcl166464,3
96053,acs026381,3
95654,msh163560,3
81616,msh031524,3
26240,wcl223088,3
11344,acs000012,5
82698,kfa119974,3
38556,str192940,3
94475,acs173696,4
76466,mcl204602,4
26027,mcl204504,3
20787,hkt264184,5
44827,msh112930,3
28991,wcl158569,3
19983,app097435,5
69324,acs252192,4
57165,tvc040904,5
15535,ggf254882,3
67560,str057800,3
37133,wcl098688,4
65906,str220389,4
39978,app068141,3
60123,app032494,5
61556,ggf107821,4
84698,wcl262010,5
46242,acs219604,5
32922,mcl015060,5
85642,acs030229,4
18233,msh042502,5
69950,mcl012499,5
88354,acs095549,3
90344,msh137395,4
96826,mcl138727,3
94913,tvc250979,5
86792,tvc010982,3
60342,acs200341,4
58429,wcl242765,5
23836,spf000368,3
69121,acs060538,4
32907,acs202752,5
12571,str229183,4
26971,cmb050416,3
85987,tvc157507,3
93014,wcl025381,3
83584,tvc203981,4
10033,spf078851,4
98570,str082282,5
16508,tbp062267,4
50395,acs055333,4
60904,msh224614,5
26992,tvc147078,4
57730,app010555,3
18954,acs124609,5
35380,wcl049836,5
96511,tvc090905,5
47320,wcl242680,4
61386,wcl189918,5
59426,str264021,5
84882,msh048133,3
83593,mcl118088,3
63630,tvc020780,5
22514,wcl200644,5
61558,str263626,5
15300,wcl024628,4
23194,bth109722,5
86934,bth124633,3
44332,hkt225270,5
85855,acs099919,5
85131,wcl115050,5
92661,spf076148,3
88685,wcl036746,4
88035,mcl083481,5
60297,wcl099364,4
41276,tvc066457,3
41019,acs010207,5
95879,wsh171351,4
67366,acs000113,5
27138,msh221783,3
46416,acs042431,4
75741,mcl057373,3
19207,mcl155966,3
35160,cmb125717,4
81596,ggf160440,4
89651,app074940,4
19587,msh224415,4
92319,str092043,4
18954,acs160071,5
57332,wcl083008,4
24455,hkt170932,5
88661,acs142425,4
87078,mcl000927,5
16594,mcl182345,5
81732,mcl069524,4
67459,msh000989,4
23091,acs109920,3
77837,app152879,5
36613,msh219260,3
80514,acs173178,4
68846,spf178968,5
41172,msh057522,3
87298,tvc193748,3
55994,wcl239633,3
60884,str170903,5
65734,tvc117747,4
43979,wcl011547,4
34502,tvc193600,5
87368,app002078,3
56995,tvc012285,4
15722,str071013,5
62858,msh215362,4
90863,wcl138699,3
12757,str007019,5
45217,tbp034109,5
27295,wcl096141,5
13733,acs050720,4
23688,str202216,4
67459,wcl060805,4
26028,str072045,4
53437,wcl248032,5
48482,msh197534,5
10059,wsh070164,4
61466,wcl114064,5
19288,acs205928,5
37561,app161819,5
88351,mcl248855,5
59264,kfa161966,4
16594,wcl126799,3
69189,tbp188292,5
86598,bth013371,5
21461,acs076681,5
28528,msh168972,4
85404,tvc006634,5
95654,mcl005068,5
65042,tvc054779,4
